OrderID,OrderDate,CustomerID,CustomerSegment,Region,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,OrderStatus
10293,2024-10-19,2384,Corporate,East,Furniture,Mobile Phone,6,30708.18,184249.08000000002,Returned
10294,2024-10-20,2402,Home Office,South,Office Supplies,Chair,1,21803.5,21803.5,Completed
10295,2024-10-21,2637,Home Office,South,Office Supplies,Monitor,4,28883.62,115534.48,Completed
10296,2024-10-22,2129,Corporate,South,Electronics,Pen Set,1,36916.55,36916.55,Completed
10297,2024-10-23,2052,Home Office,West,Furniture,Desk,6,40319.48,241916.88,Completed
10298,2024-10-24,2683,Consumer,North,Office Supplies,Printer,4,42194.68,168778.72,Completed
10299,2024-10-25,2729,Consumer,North,Furniture,Printer,3,12736.04,38208.12,Completed
10300,2024-10-26,2671,Corporate,South,Office Supplies,Monitor,3,1604.22,4812.66,Cancelled
10301,2024-10-27,2709,Corporate,North,Office Supplies,Printer,9,36977.77,332799.93,Completed
10302,2024-10-28,2415,Corporate,South,Furniture,Monitor,6,5361.87,32171.22,Completed
10303,2024-10-29,2246,Consumer,West,Office Supplies,Chair,9,15780.23,142022.07,Cancelled
10304,2024-10-30,2835,Home Office,West,Furniture,Desk,5,240.67,1203.35,Completed
10305,2024-10-31,2438,Consumer,East,Office Supplies,Mobile Phone,2,34099.39,68198.78,Completed
10306,2024-11-01,2202,Home Office,West,Electronics,Pen Set,8,8398.24,67185.92,Completed
10307,2024-11-02,2183,Consumer,South,Furniture,Mobile Phone,5,32781.36,163906.8,Completed
10308,2024-11-03,2122,Home Office,West,Office Supplies,Chair,2,49587.54,99175.08,Completed
10309,2024-11-04,2400,Consumer,East,Office Supplies,Pen Set,4,3679.91,14719.64,Completed
10310,2024-11-05,2766,Corporate,North,Electronics,Printer,9,3900.05,35100.450000000004,Completed
10311,2024-11-06,2293,Consumer,South,Furniture,Laptop,4,17051.99,68207.96,Returned
10312,2024-11-07,2279,Home Office,North,Office Supplies,Chair,4,43326.01,173304.04,Completed
10313,2024-11-08,2836,Consumer,East,Electronics,Chair,2,10815.72,21631.44,Completed
10314,2024-11-09,2883,Consumer,East,Office Supplies,Desk,6,18050.87,108305.22,Completed
10315,2024-11-10,2609,Consumer,East,Furniture,Mobile Phone,2,3471.85,6943.7,Completed
10316,2024-11-11,2197,Corporate,North,Office Supplies,Chair,7,38169.61,267187.27,Completed
10317,2024-11-12,2981,Consumer,North,Office Supplies,Chair,3,20444.9,61334.700000000004,Cancelled
10318,2024-11-13,2906,Corporate,North,Office Supplies,Printer,3,37974.47,113923.41,Returned
10319,2024-11-14,2510,Corporate,North,Office Supplies,Printer,5,45185.21,225926.05,Completed
10320,2024-11-15,2751,Consumer,East,Electronics,Pen Set,3,11676.52,35029.56,Cancelled
10321,2024-11-16,2143,Consumer,East,Electronics,Monitor,2,40379.43,80758.86,Completed
10322,2024-11-17,2608,Consumer,South,Furniture,Monitor,9,3001.74,27015.659999999996,Completed
10323,2024-11-18,2200,Home Office,South,Electronics,Laptop,2,44947.43,89894.86,Completed
10324,2024-11-19,2123,Consumer,North,Electronics,Monitor,2,32555.89,65111.78,Cancelled
10325,2024-11-20,2186,Corporate,West,Furniture,Desk,8,43717.62,349740.96,Completed
10326,2024-11-21,2325,Consumer,West,Electronics,Laptop,9,59.41,534.6899999999999,Completed
10327,2024-11-22,2463,Home Office,East,Electronics,Pen Set,7,8495.6,59469.200000000004,Returned
10328,2024-11-23,2348,Consumer,East,Furniture,Printer,3,19518.48,58555.44,Completed
10329,2024-11-24,2770,Home Office,East,Furniture,Monitor,9,19006.17,171055.52999999997,Completed
10330,2024-11-25,2659,Home Office,South,Furniture,Mobile Phone,3,11375.18,34125.54,Completed
10331,2024-11-26,2763,Consumer,South,Office Supplies,Printer,5,19111.52,95557.6,Completed
10332,2024-11-27,2954,Corporate,East,Office Supplies,Desk,9,6485.99,58373.909999999996,Completed
10333,2024-11-28,2931,Home Office,East,Furniture,Printer,3,20667.42,62002.259999999995,Completed
10334,2024-11-29,2402,Consumer,East,Furniture,Desk,7,40127.6,280893.2,Completed
10335,2024-11-30,2345,Consumer,West,Furniture,Desk,1,23979.55,23979.55,Returned
10336,2024-12-01,2962,Corporate,South,Office Supplies,Desk,4,949.1,3796.4,Completed
10337,2024-12-02,2510,Home Office,West,Office Supplies,Pen Set,4,21101.13,84404.52,Completed
10338,2024-12-03,2146,Home Office,West,Electronics,Desk,7,1407.39,9851.730000000001,Completed
10339,2024-12-04,2147,Consumer,East,Electronics,Desk,8,48313.86,386510.88,Completed
10340,2024-12-05,2863,Consumer,East,Furniture,Mobile Phone,1,6416.33,6416.33,Completed
10341,2024-12-06,2710,Corporate,North,Office Supplies,Laptop,5,35399.03,176995.15,Completed
10342,2024-12-07,2819,Corporate,North,Office Supplies,Chair,7,48640.18,340481.26,Completed
10343,2024-12-08,2488,Home Office,West,Office Supplies,Laptop,4,41310.65,165242.6,Completed
10344,2024-12-09,2928,Home Office,South,Furniture,Desk,4,34980.8,139923.2,Completed
10345,2024-12-10,2935,Consumer,East,Electronics,Mobile Phone,4,41981.07,167924.28,Completed
10346,2024-12-11,2639,Home Office,East,Furniture,Printer,6,49090.84,294545.04,Completed
10347,2024-12-12,2550,Corporate,West,Electronics,Mobile Phone,7,31086.16,217603.12,Completed
10348,2024-12-13,2337,Corporate,North,Electronics,Desk,2,27981.28,55962.56,Completed
10349,2024-12-14,2871,Consumer,South,Furniture,Mobile Phone,5,31430.49,157152.45,Completed
10350,2024-12-15,2640,Corporate,North,Electronics,Monitor,4,26657.16,106628.64,Completed
10351,2024-12-16,2778,Corporate,North,Electronics,Mobile Phone,3,31772.7,95318.1,Returned
10352,2024-12-17,2987,Corporate,North,Office Supplies,Desk,7,22519.62,157637.34,Completed
10353,2024-12-18,2952,Corporate,North,Electronics,Pen Set,6,10961.24,65767.44,Completed
10354,2024-12-19,2472,Consumer,East,Furniture,Monitor,7,6056.35,42394.450000000004,Returned
10355,2024-12-20,2945,Consumer,East,Furniture,Mobile Phone,5,3463.63,17318.15,Completed
10356,2024-12-21,2150,Home Office,North,Electronics,Chair,6,13202.62,79215.72,Completed
10357,2024-12-22,2414,Corporate,South,Office Supplies,Chair,5,2353.87,11769.349999999999,Completed
10358,2024-12-23,2989,Home Office,West,Office Supplies,Mobile Phone,7,28380.18,198661.26,Completed
10359,2024-12-24,2297,Consumer,South,Electronics,Pen Set,2,14227.23,28454.46,Returned
10360,2024-12-25,2610,Consumer,South,Electronics,Printer,5,41235.51,206177.55000000002,Completed
10361,2024-12-26,2262,Consumer,South,Furniture,Desk,6,3758.33,22549.98,Cancelled
10362,2024-12-27,2763,Consumer,North,Electronics,Chair,6,11356.26,68137.56,Completed
10363,2024-12-28,2143,Consumer,East,Office Supplies,Printer,5,36525.8,182629.0,Completed
10364,2024-12-29,2345,Consumer,South,Electronics,Mobile Phone,7,29960.47,209723.29,Completed
10365,2024-12-30,2623,Consumer,North,Furniture,Printer,8,3271.34,26170.72,Completed
10366,2024-12-31,2571,Corporate,South,Furniture,Monitor,7,43868.11,307076.77,Completed
10367,2025-01-01,2880,Home Office,South,Furniture,Laptop,5,43869.23,219346.15000000002,Cancelled
10368,2025-01-02,2001,Consumer,North,Furniture,Chair,1,16553.88,16553.88,Completed
10369,2025-01-03,2896,Corporate,East,Furniture,Mobile Phone,5,17053.27,85266.35,Completed
10370,2025-01-04,2303,Corporate,East,Electronics,Desk,2,49451.97,98903.94,Completed
10371,2025-01-05,2253,Home Office,West,Electronics,Pen Set,5,31327.5,156637.5,Completed
10372,2025-01-06,2651,Consumer,North,Electronics,Monitor,5,26589.26,132946.3,Completed
10373,2025-01-07,2452,Home Office,West,Electronics,Mobile Phone,2,41915.7,83831.4,Completed
10374,2025-01-08,2036,Consumer,West,Furniture,Desk,5,14300.25,71501.25,Completed
10375,2025-01-09,2159,Corporate,West,Office Supplies,Pen Set,4,21487.67,85950.68,Completed
10376,2025-01-10,2008,Corporate,East,Electronics,Pen Set,1,13425.44,13425.44,Completed
10377,2025-01-11,2232,Corporate,North,Office Supplies,Mobile Phone,3,39468.58,118405.74,Returned
10378,2025-01-12,2098,Corporate,West,Electronics,Monitor,1,28688.8,28688.8,Returned
10379,2025-01-13,2658,Home Office,North,Electronics,Printer,5,32958.31,164791.55,Completed
10380,2025-01-14,2815,Consumer,North,Office Supplies,Printer,4,12652.75,50611.0,Completed
10381,2025-01-15,2207,Consumer,East,Furniture,Pen Set,7,11050.25,77351.75,Cancelled
10382,2025-01-16,2130,Home Office,West,Electronics,Printer,5,24444.31,122221.55,Completed
10383,2025-01-17,2403,Consumer,West,Electronics,Laptop,4,36891.41,147565.64,Cancelled
10384,2025-01-18,2151,Corporate,North,Electronics,Pen Set,2,26285.73,52571.46,Completed
10385,2025-01-19,2053,Consumer,South,Office Supplies,Pen Set,4,1680.65,6722.6,Completed
10386,2025-01-20,2119,Corporate,East,Furniture,Desk,2,43434.15,86868.3,Returned
10387,2025-01-21,2672,Home Office,East,Office Supplies,Printer,8,3281.11,26248.88,Cancelled
10388,2025-01-22,2919,Consumer,East,Office Supplies,Monitor,3,47793.43,143380.29,Completed
10389,2025-01-23,2627,Home Office,East,Furniture,Pen Set,9,1305.84,11752.56,Completed
10390,2025-01-24,2586,Consumer,West,Office Supplies,Monitor,4,34737.8,138951.2,Completed
10391,2025-01-25,2624,Corporate,West,Furniture,Laptop,6,4156.24,24937.44,Completed
10392,2025-01-26,2967,Home Office,South,Electronics,Desk,5,45538.3,227691.5,Completed
10393,2025-01-27,2419,Consumer,East,Furniture,Mobile Phone,1,23248.44,23248.44,Completed
10394,2025-01-28,2421,Corporate,East,Electronics,Monitor,9,6919.31,62273.79,Cancelled
10395,2025-01-29,2103,Home Office,North,Office Supplies,Pen Set,1,17073.74,17073.74,Completed
10396,2025-01-30,2851,Home Office,West,Office Supplies,Laptop,8,8282.99,66263.92,Completed
10397,2025-01-31,2253,Consumer,East,Electronics,Chair,9,8570.57,77135.13,Completed
10398,2025-02-01,2226,Consumer,South,Office Supplies,Laptop,9,47408.01,426672.09,Completed
10399,2025-02-02,2111,Consumer,South,Furniture,Laptop,1,22290.04,22290.04,Completed
10400,2025-02-03,2509,Corporate,West,Electronics,Desk,2,39450.67,78901.34,Completed
10401,2025-02-04,2472,Consumer,South,Office Supplies,Mobile Phone,1,31998.3,31998.3,Completed
10402,2025-02-05,2098,Home Office,South,Electronics,Chair,2,33837.5,67675.0,Cancelled
10403,2025-02-06,2152,Home Office,West,Furniture,Printer,8,6628.09,53024.72,Cancelled
10404,2025-02-07,2860,Consumer,East,Furniture,Printer,5,11747.51,58737.55,Completed
10405,2025-02-08,2913,Consumer,East,Office Supplies,Monitor,7,39348.18,275437.26,Cancelled
10406,2025-02-09,2895,Home Office,South,Furniture,Laptop,2,48539.77,97079.54,Completed
10407,2025-02-10,2877,Corporate,South,Electronics,Desk,8,13170.65,105365.2,Completed
10408,2025-02-11,2337,Consumer,East,Furniture,Desk,6,13614.86,81689.16,Completed
10409,2025-02-12,2705,Consumer,West,Electronics,Printer,8,23671.21,189369.68,Completed
10410,2025-02-13,2821,Home Office,South,Electronics,Monitor,1,49192.82,49192.82,Completed
10411,2025-02-14,2162,Consumer,North,Furniture,Monitor,1,13484.5,13484.5,Returned
10412,2025-02-15,2719,Corporate,West,Office Supplies,Monitor,7,20378.25,142647.75,Completed
10413,2025-02-16,2956,Home Office,South,Furniture,Chair,8,44579.43,356635.44,Returned
10414,2025-02-17,2680,Consumer,South,Electronics,Mobile Phone,3,195.91,587.73,Completed
10415,2025-02-18,2995,Home Office,North,Electronics,Chair,5,2036.31,10181.55,Completed
10416,2025-02-19,2160,Consumer,North,Furniture,Pen Set,1,30223.38,30223.38,Cancelled
10417,2025-02-20,2579,Consumer,East,Office Supplies,Pen Set,7,45373.64,317615.48,Completed
10418,2025-02-21,2800,Consumer,West,Office Supplies,Mobile Phone,5,11980.89,59904.45,Completed
10419,2025-02-22,2397,Corporate,West,Electronics,Printer,8,23508.61,188068.88,Completed
10420,2025-02-23,2276,Corporate,East,Electronics,Mobile Phone,8,22550.74,180405.92,Completed
10421,2025-02-24,2815,Home Office,West,Office Supplies,Desk,9,23674.92,213074.27999999997,Completed
10422,2025-02-25,2915,Consumer,West,Furniture,Pen Set,7,31144.86,218014.02000000002,Completed
10423,2025-02-26,2503,Consumer,West,Electronics,Laptop,1,23513.7,23513.7,Completed
10424,2025-02-27,2895,Corporate,West,Electronics,Laptop,3,22401.03,67203.09,Cancelled
10425,2025-02-28,2391,Consumer,West,Office Supplies,Printer,8,23740.71,189925.68,Completed
10426,2025-03-01,2134,Corporate,North,Furniture,Desk,3,29563.83,88691.49,Completed
10427,2025-03-02,2194,Consumer,West,Office Supplies,Chair,8,26873.52,214988.16,Completed
10428,2025-03-03,2400,Home Office,North,Furniture,Desk,1,42714.09,42714.09,Cancelled
10429,2025-03-04,2639,Consumer,West,Furniture,Laptop,5,2522.37,12611.849999999999,Completed
10430,2025-03-05,2032,Consumer,East,Furniture,Laptop,4,41674.19,166696.76,Completed
10431,2025-03-06,2687,Corporate,South,Electronics,Pen Set,5,42204.03,211020.15,Completed
10432,2025-03-07,2459,Consumer,North,Office Supplies,Desk,8,14281.16,114249.28,Completed
10433,2025-03-08,2954,Consumer,West,Office Supplies,Desk,4,23169.46,92677.84,Returned
10434,2025-03-09,2882,Corporate,East,Furniture,Laptop,4,21955.0,87820.0,Completed
10435,2025-03-10,2469,Home Office,South,Electronics,Chair,3,10964.57,32893.71,Completed
10436,2025-03-11,2374,Home Office,North,Electronics,Printer,7,19870.0,139090.0,Completed
10437,2025-03-12,2021,Corporate,South,Office Supplies,Monitor,3,2267.17,6801.51,Completed
10438,2025-03-13,2749,Corporate,East,Electronics,Printer,3,13927.21,41781.63,Cancelled
10439,2025-03-14,2669,Corporate,North,Electronics,Desk,5,40843.27,204216.34999999998,Cancelled
10440,2025-03-15,2037,Corporate,South,Furniture,Printer,5,14263.89,71319.45,Completed
10441,2025-03-16,2229,Corporate,West,Electronics,Laptop,6,40919.42,245516.52,Returned
10442,2025-03-17,2364,Home Office,North,Furniture,Laptop,8,26603.39,212827.12,Completed
10443,2025-03-18,2562,Home Office,South,Office Supplies,Desk,6,43999.14,263994.83999999997,Completed
10444,2025-03-19,2437,Corporate,East,Electronics,Desk,1,28760.24,28760.24,Completed
10445,2025-03-20,2775,Consumer,East,Office Supplies,Monitor,8,1531.93,12255.44,Completed
10446,2025-03-21,2282,Corporate,North,Office Supplies,Monitor,8,33787.24,270297.92,Completed
10447,2025-03-22,2026,Consumer,South,Electronics,Pen Set,9,2290.44,20613.96,Cancelled
10448,2025-03-23,2225,Corporate,North,Electronics,Desk,9,22557.32,203015.88,Completed
10449,2025-03-24,2276,Corporate,North,Office Supplies,Chair,2,46474.86,92949.72,Returned
10450,2025-03-25,2797,Home Office,South,Electronics,Printer,2,8301.94,16603.88,Completed
10451,2025-03-26,2608,Consumer,South,Furniture,Desk,3,19524.12,58572.36,Returned
10452,2025-03-27,2283,Consumer,West,Furniture,Mobile Phone,1,36506.52,36506.52,Completed
10453,2025-03-28,2878,Home Office,South,Electronics,Pen Set,4,44118.81,176475.24,Completed
10454,2025-03-29,2959,Home Office,East,Office Supplies,Mobile Phone,4,33563.6,134254.4,Completed
10455,2025-03-30,2480,Home Office,North,Electronics,Laptop,9,12945.75,116511.75,Returned
10456,2025-03-31,2452,Home Office,North,Electronics,Monitor,9,33746.66,303719.94000000006,Completed
10457,2025-04-01,2828,Consumer,East,Office Supplies,Printer,9,14871.55,133843.94999999998,Returned
10458,2025-04-02,2815,Consumer,South,Office Supplies,Desk,7,35935.54,251548.78,Completed
10459,2025-04-03,2658,Corporate,East,Furniture,Mobile Phone,2,47703.95,95407.9,Completed
10460,2025-04-04,2515,Corporate,East,Office Supplies,Printer,5,36083.6,180418.0,Returned
10461,2025-04-05,2546,Home Office,West,Furniture,Laptop,4,43150.88,172603.52,Completed
10462,2025-04-06,2191,Home Office,East,Office Supplies,Monitor,8,155.09,1240.72,Completed
10463,2025-04-07,2048,Home Office,North,Electronics,Chair,2,35892.73,71785.46,Completed
10464,2025-04-08,2511,Corporate,East,Furniture,Pen Set,6,41487.9,248927.40000000002,Returned
10465,2025-04-09,2016,Corporate,North,Furniture,Printer,5,2075.91,10379.55,Completed
10466,2025-04-10,2171,Corporate,North,Furniture,Printer,2,43586.31,87172.62,Cancelled
10467,2025-04-11,2219,Corporate,North,Electronics,Chair,1,12871.88,12871.88,Completed
10468,2025-04-12,2157,Corporate,South,Electronics,Printer,8,33281.34,266250.72,Cancelled
10469,2025-04-13,2476,Corporate,West,Electronics,Laptop,2,40027.73,80055.46,Cancelled
10470,2025-04-14,2045,Corporate,North,Electronics,Laptop,7,33150.09,232050.62999999998,Completed
10471,2025-04-15,2372,Home Office,North,Electronics,Chair,9,4659.63,41936.67,Completed
10472,2025-04-16,2517,Home Office,South,Furniture,Pen Set,9,29836.26,268526.33999999997,Completed
10473,2025-04-17,2098,Home Office,North,Electronics,Desk,8,27501.7,220013.6,Completed
10474,2025-04-18,2891,Home Office,East,Furniture,Mobile Phone,9,45021.05,405189.45,Completed
10475,2025-04-19,2744,Corporate,East,Electronics,Desk,2,20241.77,40483.54,Completed
10476,2025-04-20,2036,Consumer,West,Office Supplies,Printer,6,16088.0,96528.0,Completed
10477,2025-04-21,2279,Corporate,North,Furniture,Mobile Phone,4,37505.05,150020.2,Completed
10478,2025-04-22,2348,Consumer,South,Office Supplies,Chair,4,20663.13,82652.52,Completed
10479,2025-04-23,2496,Home Office,East,Furniture,Chair,5,32322.5,161612.5,Completed
10480,2025-04-24,2301,Corporate,South,Office Supplies,Pen Set,3,32340.18,97020.54000000001,Cancelled
10481,2025-04-25,2180,Home Office,South,Electronics,Mobile Phone,1,44407.55,44407.55,Completed
10482,2025-04-26,2606,Corporate,East,Electronics,Laptop,8,29954.69,239637.52,Completed
10483,2025-04-27,2098,Home Office,South,Electronics,Mobile Phone,5,25132.57,125662.85,Completed
10484,2025-04-28,2699,Consumer,East,Furniture,Printer,3,6986.62,20959.86,Returned
10485,2025-04-29,2992,Consumer,South,Office Supplies,Laptop,7,5831.09,40817.630000000005,Cancelled
10486,2025-04-30,2115,Consumer,East,Electronics,Monitor,7,7758.36,54308.52,Returned
10487,2025-05-01,2190,Corporate,North,Office Supplies,Monitor,1,8633.83,8633.83,Cancelled
10488,2025-05-02,2252,Consumer,West,Office Supplies,Monitor,9,31911.96,287207.64,Completed
10489,2025-05-03,2980,Corporate,East,Electronics,Chair,2,37062.01,74124.02,Returned
10490,2025-05-04,2927,Consumer,East,Electronics,Mobile Phone,5,26523.08,132615.40000000002,Completed
10491,2025-05-05,2982,Consumer,West,Office Supplies,Monitor,5,41459.44,207297.2,Completed
10492,2025-05-06,2160,Corporate,East,Electronics,Desk,8,49563.6,396508.8,Cancelled
10493,2025-05-07,2255,Corporate,East,Electronics,Pen Set,8,41009.63,328077.04,Completed
10494,2025-05-08,2322,Consumer,South,Electronics,Desk,7,34759.37,243315.59000000003,Completed
10495,2025-05-09,2127,Corporate,West,Furniture,Monitor,7,26648.01,186536.06999999998,Completed
10496,2025-05-10,2017,Consumer,North,Office Supplies,Pen Set,6,22470.21,134821.26,Completed
10497,2025-05-11,2792,Corporate,East,Office Supplies,Printer,6,4265.4,25592.399999999998,Completed
10498,2025-05-12,2734,Home Office,West,Furniture,Desk,9,19998.47,179986.23,Completed
10499,2025-05-13,2565,Home Office,South,Office Supplies,Mobile Phone,6,45511.23,273067.38,Completed
10500,2025-05-14,2569,Home Office,North,Electronics,Mobile Phone,2,40410.73,80821.46,Completed
